Entity,Code,Year,Coal Consumption - EJ
Argentina,ARG,1987,13.439683532372003
Argentina,ARG,1988,13.772360656251989
Argentina,ARG,1989,14.902780099856377
Argentina,ARG,1990,12.266141999992112
Argentina,ARG,1991,10.794021112505844
Argentina,ARG,1992,12.168173372327743
Argentina,ARG,1993,8.069993675989776
Argentina,ARG,1994,7.065112642194758
Argentina,ARG,1995,7.41415834578346
Argentina,ARG,1996,7.7668223576607485
Argentina,ARG,1997,6.127718918682825
Argentina,ARG,1998,8.23741595154049
Argentina,ARG,1999,9.885477449644773
Argentina,ARG,2000,7.51265331341076
Argentina,ARG,2001,6.156857205646823
Argentina,ARG,2002,4.586300160677388
Argentina,ARG,2003,5.593869108099818
Argentina,ARG,2004,9.519827035817205
Argentina,ARG,2005,10.961653718969849
Argentina,ARG,2006,9.923828516397574
Argentina,ARG,2007,14.360372587629685
Argentina,ARG,2008,17.516082745510708
Argentina,ARG,2009,9.62094575448739
Argentina,ARG,2010,13.472090827423598
Argentina,ARG,2011,14.618656959318878
Argentina,ARG,2012,13.66919151618216
Argentina,ARG,2013,14.939314675335014
Argentina,ARG,2014,15.891729314539282
Argentina,ARG,2015,15.81414192900412
Argentina,ARG,2016,12.188651102213083
Argentina,ARG,2017,12.525298199844933
Argentina,ARG,2018,13.709158634918134
Argentina,ARG,2019,6.347707312686594
Asia Pacific,,1965,2780.733673026631
Asia Pacific,,1966,2931.5145385216156
Asia Pacific,,1967,2854.300956949578
Asia Pacific,,1968,2896.735464548379
Asia Pacific,,1969,3250.190457080563
Asia Pacific,,1970,3631.1414927170367
Asia Pacific,,1971,3886.855492209823
Asia Pacific,,1972,4036.5944702293264
Asia Pacific,,1973,4134.179707123925
Asia Pacific,,1974,4234.739666489189
Asia Pacific,,1975,4557.454873746871
Asia Pacific,,1976,4665.6845909667145
Asia Pacific,,1977,4975.582086068095
Asia Pacific,,1978,5219.299837280086
Asia Pacific,,1979,5472.167406793617
Asia Pacific,,1980,5784.01044194379
Asia Pacific,,1981,5975.040861695088
Asia Pacific,,1982,6184.445751572673
Asia Pacific,,1983,6546.71079371514
Asia Pacific,,1984,7113.742569882448
Asia Pacific,,1985,7675.244762498343
Asia Pacific,,1986,7970.284647044201
Asia Pacific,,1987,8544.240196559189
Asia Pacific,,1988,9155.210376563553
Asia Pacific,,1989,9567.977209678395
Asia Pacific,,1990,9773.02098382406
Asia Pacific,,1991,10173.430391548303
Asia Pacific,,1992,10526.229728688217
Asia Pacific,,1993,11078.730890255316
Asia Pacific,,1994,11631.397200671763
Asia Pacific,,1995,11906.260176250966
Asia Pacific,,1996,12427.719130120407
Asia Pacific,,1997,12484.574372019786
Asia Pacific,,1998,12472.008181169369
Asia Pacific,,1999,12901.12509899952
Asia Pacific,,2000,13338.963830591056
Asia Pacific,,2001,13952.166683896141
Asia Pacific,,2002,15020.016060187987
Asia Pacific,,2003,17174.189446564844
Asia Pacific,,2004,19310.84446677252
Asia Pacific,,2005,21956.439929124725
Asia Pacific,,2006,23641.983161566564
Asia Pacific,,2007,25612.193526426432
Asia Pacific,,2008,26319.32886538433
Asia Pacific,,2009,27179.023797705177
Asia Pacific,,2010,28418.54104712576
Asia Pacific,,2011,30509.348051708086
Asia Pacific,,2012,31166.256378095994
Asia Pacific,,2013,31994.422274674293
Asia Pacific,,2014,32209.80951354005
Asia Pacific,,2015,32018.878392633058
Asia Pacific,,2016,31891.04915177141
Asia Pacific,,2017,32300.282426173882
Asia Pacific,,2018,33226.553914240205
Asia Pacific,,2019,33949.590771277275
Australia,AUS,1965,202.0279394
Australia,AUS,1966,209.38905640000002
Australia,AUS,1967,215.25017220000004
Australia,AUS,1968,221.69462180000002
Australia,AUS,1969,229.27796120000002
Australia,AUS,1970,231.6946298
Australia,AUS,1971,232.56963050000002
Australia,AUS,1972,242.93074990000002
Australia,AUS,1973,252.9863135
Australia,AUS,1974,264.0696557
Australia,AUS,1975,272.5418847
Australia,AUS,1976,281.79189210000004
Australia,AUS,1977,294.18079090000003
Australia,AUS,1978,301.86135260000003
Australia,AUS,1979,315.54191910000003
Australia,AUS,1980,324.7641487
Australia,AUS,1981,333.13915540000005
Australia,AUS,1982,336.68082490000006
Australia,AUS,1983,336.55582480000004
Australia,AUS,1984,355.90306250000003
Australia,AUS,1985,368.1391834
Australia,AUS,1986,377.48641310000005
Australia,AUS,1987,393.3614258
Australia,AUS,1988,413.7642199
Australia,AUS,1989,433.9586805
Australia,AUS,1990,444.34757770000004
Australia,AUS,1991,453.26425150000006
Australia,AUS,1992,455.95869810000005
Australia,AUS,1993,458.889256
Australia,AUS,1994,468.2642635000001
Australia,AUS,1995,484.16705400000006
Australia,AUS,1996,503.9587365
Australia,AUS,1997,529.4587569
Australia,AUS,1998,553.0837758
Australia,AUS,1999,587.3698271669108
Australia,AUS,2000,591.5840657768352
Australia,AUS,2001,585.6123566793829
Australia,AUS,2002,598.7950246255504
Australia,AUS,2003,615.9447077892804
Australia,AUS,2004,641.8306114029673
Australia,AUS,2005,638.1294288153847
Australia,AUS,2006,655.4128872156709
Australia,AUS,2007,649.7288940405134
Australia,AUS,2008,677.2213191383859
Australia,AUS,2009,654.789949186818
Australia,AUS,2010,607.3285027565497
Australia,AUS,2011,591.9925237854096
Australia,AUS,2012,554.3984925970282
Australia,AUS,2013,526.1762478560254
Australia,AUS,2014,521.8199159285655
Australia,AUS,2015,540.3511235461225
Australia,AUS,2016,539.9968917219235
Australia,AUS,2017,521.4845333232124
Australia,AUS,2018,512.3752413748541
Australia,AUS,2019,495.3087279858015
Austria,AUT,1965,59.114947044516185
Austria,AUT,1966,56.467641563456
Austria,AUT,1967,53.45094461992204
Austria,AUT,1968,52.773726938720564
Austria,AUT,1969,51.936439623780416
Austria,AUT,1970,55.85421135000001
Austria,AUT,1971,51.23365209800001
Austria,AUT,1972,46.453926052
Austria,AUT,1973,46.169759158000005
Austria,AUT,1974,48.72281675600001
Austria,AUT,1975,42.340589428
Austria,AUT,1976,45.060036048
Austria,AUT,1977,37.800308018
Austria,AUT,1978,38.402252944000004
Austria,AUT,1979,41.68614446000001
Austria,AUT,1980,42.834756490000004
Austria,AUT,1981,43.850035080000005
Austria,AUT,1982,41.705588920000004
Austria,AUT,1983,44.655869058
Austria,AUT,1984,50.88642959800001
Austria,AUT,1985,50.815040652
Austria,AUT,1986,45.30253624200001
Austria,AUT,1987,44.939480396
Austria,AUT,1988,43.033923316000006
Austria,AUT,1989,43.228090138000006
Austria,AUT,1990,47.640593668
Austria,AUT,1991,49.9722622
Austria,AUT,1992,38.8820555222862
Austria,AUT,1993,34.95877810588901
Austria,AUT,1994,35.454472808000006
Austria,AUT,1995,40.338673937580005
Austria,AUT,1996,40.5102239637088
Austria,AUT,1997,42.9685647081576
Austria,AUT,1998,37.830030264
Austria,AUT,1999,37.56994637110694
Austria,AUT,2000,42.47903924085421
Austria,AUT,2001,43.88116860937042
Austria,AUT,2002,44.57974732084488
Austria,AUT,2003,47.54773234422684
Austria,AUT,2004,46.57634376547938
Austria,AUT,2005,46.43808486145122
Austria,AUT,2006,46.398007634348915
Austria,AUT,2007,44.859629288514995
Austria,AUT,2008,44.31644434069377
Austria,AUT,2009,33.39081098764381
Austria,AUT,2010,39.26071089851109
Austria,AUT,2011,40.319668682844146
Austria,AUT,2012,37.4548810174403
Austria,AUT,2013,38.096343509020706
Austria,AUT,2014,34.89559118357006
Austria,AUT,2015,37.713623109052406
Austria,AUT,2016,34.97962366189544
Austria,AUT,2017,36.2520372803258
Austria,AUT,2018,33.218103301903604
Austria,AUT,2019,34.955992167684975
Azerbaijan,AZE,1985,1.069960855968
Azerbaijan,AZE,1986,1.069960855968
Azerbaijan,AZE,1987,1.069960855968
Azerbaijan,AZE,1988,1.069960855968
Azerbaijan,AZE,1989,1.069960855968
Azerbaijan,AZE,1990,1.0350708280560001
Azerbaijan,AZE,1991,0.779210623368
Azerbaijan,AZE,1992,0.139560111648
Azerbaijan,AZE,1993,0.034890027912
Azerbaijan,AZE,1994,0.046520037216
Azerbaijan,AZE,1995,0.034890027912
Azerbaijan,AZE,1996,0.034890027912
Azerbaijan,AZE,1997,0.034890027912
Azerbaijan,AZE,1998,0
Azerbaijan,AZE,1999,0
Azerbaijan,AZE,2000,0
Azerbaijan,AZE,2001,0.034890027912
Azerbaijan,AZE,2002,0.023260018608
Azerbaijan,AZE,2003,0.034890027912
Azerbaijan,AZE,2004,0.01069960855968
Azerbaijan,AZE,2005,0.03744862995888001
Azerbaijan,AZE,2006,0.03744862995888001
Azerbaijan,AZE,2007,0.05733337928941702
Azerbaijan,AZE,2008,0.04300003446706283
Azerbaijan,AZE,2009,0.04300003446706283
Azerbaijan,AZE,2010,0.06450005170059425
Azerbaijan,AZE,2011,0.05733337928941702
Azerbaijan,AZE,2012,0.04300003446706283
Azerbaijan,AZE,2013,0.0358333620558856
Azerbaijan,AZE,2014,0.021500017233531416
Azerbaijan,AZE,2015,0.0358333620558856
Azerbaijan,AZE,2016,0.014333344822354295
Azerbaijan,AZE,2017,0.014333344800000002
Azerbaijan,AZE,2018,0.014333344800000002
Azerbaijan,AZE,2019,0.014333344800000002
Bangladesh,BGD,1965,0
Bangladesh,BGD,1966,0
Bangladesh,BGD,1967,0
Bangladesh,BGD,1968,0
Bangladesh,BGD,1969,0
Bangladesh,BGD,1970,0
Bangladesh,BGD,1971,0
Bangladesh,BGD,1972,1.0869871895890562
Bangladesh,BGD,1973,1.412511150008016
Bangladesh,BGD,1974,1.255564174450536
Bangladesh,BGD,1975,1.4531929225534082
Bangladesh,BGD,1976,1.4357595386067121
Bangladesh,BGD,1977,1.4997013297601043
Bangladesh,BGD,1978,1.4531929225534082
Bangladesh,BGD,1979,1.0811838149463602
Bangladesh,BGD,1980,1.4443308554637604
Bangladesh,BGD,1981,1.484780027823072
Bangladesh,BGD,1982,1.7986739789380322
Bangladesh,BGD,1983,1.017986344388424
Bangladesh,BGD,1984,0.40738759590981605
Bangladesh,BGD,1985,0.5696494857192241
Bangladesh,BGD,1986,0.8602950482354881
Bangladesh,BGD,1987,1.3543727334973201
Bangladesh,BGD,1988,1.3950661360520162
Bangladesh,BGD,1989,1.4531929225534082
Bangladesh,BGD,1990,3.2725915780711685
Bangladesh,BGD,1991,1.046305417043664
Bangladesh,BGD,1992,0.982363625890272
Bangladesh,BGD,1993,0.36620573296435205
Bangladesh,BGD,1994,0.342957344365656
Bangladesh,BGD,1995,3.7318024954396085
Bangladesh,BGD,1996,2.046102426880632
Bangladesh,BGD,1997,3.7550625140476086
Bangladesh,BGD,1998,1.0811721849370561
Bangladesh,BGD,1999,0.534771087816528
Bangladesh,BGD,2000,3.836437689147697
Bangladesh,BGD,2001,4.068944835153264
Bangladesh,BGD,2002,4.249140199309441
Bangladesh,BGD,2003,4.063129830501264
Bangladesh,BGD,2004,4.068944835153264
Bangladesh,BGD,2005,8.348001474553726
Bangladesh,BGD,2006,12.68388107770058
Bangladesh,BGD,2007,10.35140559614802
Bangladesh,BGD,2008,10.896073956198386
Bangladesh,BGD,2009,13.614840800528484
Bangladesh,BGD,2010,8.67577318641161
Bangladesh,BGD,2011,12.915552967941164
Bangladesh,BGD,2012,10.6571223515002
Bangladesh,BGD,2013,14.75408551374833
Bangladesh,BGD,2014,9.312801205814505
Bangladesh,BGD,2015,31.02336721426447
Bangladesh,BGD,2016,22.94978508886972
Bangladesh,BGD,2017,24.873421335989484
Bangladesh,BGD,2018,28.427369202962165
Bangladesh,BGD,2019,40.091787651455576
Belarus,BLR,1985,25.112399969903905
Belarus,BLR,1986,27.47190788750873
Belarus,BLR,1987,26.71056095843167
Belarus,BLR,1988,28.616369045067756
Belarus,BLR,1989,28.092291579726396
Belarus,BLR,1990,24.710222618162284
Belarus,BLR,1991,23.473173418523714
Belarus,BLR,1992,19.55020846015426
Belarus,BLR,1993,16.79006998204524
Belarus,BLR,1994,11.763766041005306
Belarus,BLR,1995,11.069919685928665
Belarus,BLR,1996,13.43457969765516
Belarus,BLR,1997,14.157140545703378
Belarus,BLR,1998,12.563821751440278
Belarus,BLR,1999,11.656465046221077
Belarus,BLR,2000,11.57173479788874
Belarus,BLR,2001,8.30853050254678
Belarus,BLR,2002,7.837454460931359
Belarus,BLR,2003,7.376777482616571
Belarus,BLR,2004,7.225943819937821
Belarus,BLR,2005,7.9798601541121
Belarus,BLR,2006,7.144695671306964
Belarus,BLR,2007,8.080230557753499
Belarus,BLR,2008,7.532659889571897
Belarus,BLR,2009,7.1767830169945155
Belarus,BLR,2010,7.507354840833179
Belarus,BLR,2011,9.01862207897503
Belarus,BLR,2012,9.199360619482608
Belarus,BLR,2013,9.76429878843278
Belarus,BLR,2014,9.686462625163902
Belarus,BLR,2015,8.613836171063424
Belarus,BLR,2016,9.464082891260256
Belarus,BLR,2017,9.788648538912568
Belarus,BLR,2018,10.283393786708448
Belarus,BLR,2019,10.96834551066939
Belgium,BEL,1965,222.93733295522372
Belgium,BEL,1966,203.37115684119533
Belgium,BEL,1967,199.59741025200043
Belgium,BEL,1968,206.06434310024264
Belgium,BEL,1969,200.69051191898112
Belgium,BEL,1970,189.13464404059422
Belgium,BEL,1971,156.6170776668619
Belgium,BEL,1972,149.58356158485356
Belgium,BEL,1973,125.52791822355425
Belgium,BEL,1974,134.26754748275206
Belgium,BEL,1975,100.27904767723398
Belgium,BEL,1976,104.50385582693781
Belgium,BEL,1977,105.99535506937623
Belgium,BEL,1978,108.54414470295632
Belgium,BEL,1979,120.93541455995427
Belgium,BEL,1980,121.9146040074052
Belgium,BEL,1981,126.29266541845153
Belgium,BEL,1982,126.49061178210846
Belgium,BEL,1983,107.94021252004094
Belgium,BEL,1984,125.17863752682992
Belgium,BEL,1985,124.82678880775117
Belgium,BEL,1986,106.509546448679
Belgium,BEL,1987,105.99322880129522
Belgium,BEL,1988,107.10858347926823
Belgium,BEL,1989,112.53461321260855
Belgium,BEL,1990,123.63182535538117
Belgium,BEL,1991,118.26113357883119
Belgium,BEL,1992,105.84033016219641
Belgium,BEL,1993,100.25870490689977
Belgium,BEL,1994,107.76575961253874
Belgium,BEL,1995,102.92947839351685
Belgium,BEL,1996,98.50776048614534
Belgium,BEL,1997,91.96232146979833
Belgium,BEL,1998,91.47688488144935
Belgium,BEL,1999,80.15175627135373
Belgium,BEL,2000,88.68371717691699
Belgium,BEL,2001,84.47450279954819
Belgium,BEL,2002,72.41647426313307
Belgium,BEL,2003,70.04915097927596
Belgium,BEL,2004,65.15437081345496
Belgium,BEL,2005,59.865798532600515
Belgium,BEL,2006,59.076795441398545
Belgium,BEL,2007,53.986770679382
Belgium,BEL,2008,53.31610293284824
Belgium,BEL,2009,34.3451503460983
Belgium,BEL,2010,43.60053272039828
Belgium,BEL,2011,41.0489900891658
Belgium,BEL,2012,38.66267500011526
Belgium,BEL,2013,40.950856070658645
Belgium,BEL,2014,39.07170242733694
Belgium,BEL,2015,39.28021686414836
Belgium,BEL,2016,37.236277618998265
Belgium,BEL,2017,36.468510924785406
Belgium,BEL,2018,36.16376979099269
Belgium,BEL,2019,35.422363413992514
Brazil,BRA,1965,20.17806614244
Brazil,BRA,1966,21.864417491520005
Brazil,BRA,1967,22.597108077672004
Brazil,BRA,1968,22.236577789248
Brazil,BRA,1969,24.818439854736003
Brazil,BRA,1970,28.344818285956485
Brazil,BRA,1971,28.53246318279229
Brazil,BRA,1972,30.035935764039387
Brazil,BRA,1973,29.518584115788407
Brazil,BRA,1974,31.312306990425554
Brazil,BRA,1975,37.22527760729826
Brazil,BRA,1976,39.72642672204596
Brazil,BRA,1977,50.38607722139953
Brazil,BRA,1978,57.935061111121826
Brazil,BRA,1979,62.9287100910678
Brazil,BRA,1980,68.64481688880957
Brazil,BRA,1981,67.15791044171537
Brazil,BRA,1982,70.99186027416279
Brazil,BRA,1983,79.83687387411801
Brazil,BRA,1984,98.59138853360773
Brazil,BRA,1985,116.54813630838446
Brazil,BRA,1986,117.99259857132337
Brazil,BRA,1987,123.55489028523317
Brazil,BRA,1988,126.26793478516701
Brazil,BRA,1989,125.29157915230316
Brazil,BRA,1990,111.62087974398041
Brazil,BRA,1991,127.96364428170965
Brazil,BRA,1992,124.18011362154755
Brazil,BRA,1993,127.93637119348315
Brazil,BRA,1994,131.33175442410337
Brazil,BRA,1995,137.72993256931403
Brazil,BRA,1996,142.11924897303632
Brazil,BRA,1997,142.97137603778933
Brazil,BRA,1998,140.04033282845663
Brazil,BRA,1999,141.80791027917746
Brazil,BRA,2000,151.18161025075145
Brazil,BRA,2001,148.78812356298363
Brazil,BRA,2002,144.01050683231333
Brazil,BRA,2003,149.41884843798312
Brazil,BRA,2004,156.65701222293953
Brazil,BRA,2005,151.0847234266162
Brazil,BRA,2006,148.97409294996484
Brazil,BRA,2007,157.87184783938753
Brazil,BRA,2008,160.1324835854541
Brazil,BRA,2009,129.20726362628625
Brazil,BRA,2010,168.19777526255675
Brazil,BRA,2011,179.6698442037198
Brazil,BRA,2012,177.79655166068645
Brazil,BRA,2013,191.64364786653732
Brazil,BRA,2014,203.7665326881993
Brazil,BRA,2015,204.97787536416996
Brazil,BRA,2016,185.14650811913498
Brazil,BRA,2017,195.27157190686088
Brazil,BRA,2018,193.4265899156262
Brazil,BRA,2019,182.24373425781442
Bulgaria,BGR,1965,69.733535786784
Bulgaria,BGR,1966,71.908347526632
Bulgaria,BGR,1967,78.083882467056
Bulgaria,BGR,1968,84.829287863376
Bulgaria,BGR,1969,85.28285822623201
Bulgaria,BGR,1970,93.284304627384
Bulgaria,BGR,1971,92.07478365976802
Bulgaria,BGR,1972,94.90087592064
Bulgaria,BGR,1973,95.63356650679201
Bulgaria,BGR,1974,94.005365204232
Bulgaria,BGR,1975,98.552698842096
Bulgaria,BGR,1976,91.865443492296
Bulgaria,BGR,1977,91.49328319456801
Bulgaria,BGR,1978,97.552518041952
Bulgaria,BGR,1979,100.58795047029602
Bulgaria,BGR,1980,105.50744440588801
Bulgaria,BGR,1981,107.13564570844801
Bulgaria,BGR,1982,112.555230044112
Bulgaria,BGR,1983,112.12491969986401
Bulgaria,BGR,1984,112.29936983942399
Bulgaria,BGR,1985,117.207233765712
Bulgaria,BGR,1986,120.47526638013602
Bulgaria,BGR,1987,120.37059629640001
Bulgaria,BGR,1988,112.13654970916801
Bulgaria,BGR,1989,114.450921560664
Bulgaria,BGR,1990,96.05799206633218
Bulgaria,BGR,1991,85.86176519935721
Bulgaria,BGR,1992,90.28912366124115
Bulgaria,BGR,1993,97.20986307782825
Bulgaria,BGR,1994,88.99115647286823
Bulgaria,BGR,1995,89.00221661171634
Bulgaria,BGR,1996,88.62333416861063
Bulgaria,BGR,1997,101.05524424413073
Bulgaria,BGR,1998,96.24870095889918
Bulgaria,BGR,1999,79.25332642261043
Bulgaria,BGR,2000,73.193731044938
Bulgaria,BGR,2001,83.4284299826906
Bulgaria,BGR,2002,76.82988834386151
Bulgaria,BGR,2003,86.01839816466348
Bulgaria,BGR,2004,82.19642820708997
Bulgaria,BGR,2005,80.51000707795414
Bulgaria,BGR,2006,81.74983584981638
Bulgaria,BGR,2007,91.96961348563192
Bulgaria,BGR,2008,87.66489347185866
Bulgaria,BGR,2009,73.79344410470806
Bulgaria,BGR,2010,80.04703966758049
Bulgaria,BGR,2011,94.14444848549856
Bulgaria,BGR,2012,80.42802714237025
Bulgaria,BGR,2013,69.12563520046393
Bulgaria,BGR,2014,73.85172208133041
Bulgaria,BGR,2015,76.23658341921795
Bulgaria,BGR,2016,66.2247619797672
Bulgaria,BGR,2017,71.00040433027803
Bulgaria,BGR,2018,63.4472017477208
Bulgaria,BGR,2019,57.932011100966534
CIS,,1965,3459.1910479061803
CIS,,1966,3585.22191539746
CIS,,1967,3640.7231820206603
CIS,,1968,3608.9732566207404
CIS,,1969,3660.7106043031686
CIS,,1970,3630.3965959816205
CIS,,1971,3703.8080769329804
CIS,,1972,3803.0263674186604
CIS,,1973,3848.0990590323404
CIS,,1974,3866.9904185898604
CIS,,1975,3977.0619260914405
CIS,,1976,3972.755944041824
CIS,,1977,4044.117757134118
CIS,,1978,4019.643838897027
CIS,,1979,4048.738753469578
CIS,,1980,3925.4933848366404
CIS,,1981,3900.587003669384
CIS,,1982,3960.3302317712064
CIS,,1983,3970.4894104542655
CIS,,1984,3933.0153554164344
CIS,,1985,2854.3613325996284
CIS,,1986,2948.261743345452
CIS,,1987,2998.8379156553856
CIS,,1988,2977.5816064078795
CIS,,1989,2875.716645185865
CIS,,1990,2673.045882378026
CIS,,1991,2475.7205940550884
CIS,,1992,2331.7684772686976
CIS,,1993,2101.5102171147705
CIS,,1994,1880.5621981609324
CIS,,1995,1738.2606512328528
CIS,,1996,1681.799829071226
CIS,,1997,1533.0650922652064
CIS,,1998,1447.3848475031766
CIS,,1999,1438.2526099134593
CIS,,2000,1464.3074730433914
CIS,,2001,1481.609031366877
CIS,,2002,1492.3744776192295
CIS,,2003,1525.3385572383888
CIS,,2004,1495.5943897960963
CIS,,2005,1440.1777935454634
CIS,,2006,1484.6576805424056
CIS,,2007,1482.46050010829
CIS,,2008,1595.4261210847592
CIS,,2009,1461.9210551157782
CIS,,2010,1472.038347073194
CIS,,2011,1550.7236791156565
CIS,,2012,1622.559174847921
CIS,,2013,1533.1579442222105
CIS,,2014,1495.7380275692456
CIS,,2015,1515.4534039992784
CIS,,2016,1476.4924836232503
CIS,,2017,1449.045581145993
CIS,,2018,1539.623406574229
CIS,,2019,1536.0805266877414
Canada,CAN,1965,179.986023988704
Canada,CAN,1966,176.450501160288
Canada,CAN,1967,174.822299857728
Canada,CAN,1968,189.92968194362402
Canada,CAN,1969,183.37035669616802
Canada,CAN,1970,196.87279749811202
Canada,CAN,1971,187.12684970136002
Canada,CAN,1972,176.578431262632
Canada,CAN,1973,181.858455486648
Canada,CAN,1974,184.777587821952
Canada,CAN,1975,179.76505381192803
Canada,CAN,1976,212.8291702632
Canada,CAN,1977,271.956137564736
Canada,CAN,1978,223.62181889731204
Canada,CAN,1979,211.74757939792798
Canada,CAN,1980,257.891595202
Canada,CAN,1981,263.31743287600005
Canada,CAN,1982,278.244944818
Canada,CAN,1983,291.11551067
Canada,CAN,1984,324.27164830600003
Canada,CAN,1985,311.6908049080001
Canada,CAN,1986,288.883286662
Canada,CAN,1987,310.48469283200006
Canada,CAN,1988,333.41887784600004
Canada,CAN,1989,332.718599508
Canada,CAN,1990,315.60330803799997
Canada,CAN,1991,305.4963555080001
Canada,CAN,1992,311.20941563400004
Canada,CAN,1993,276.30994327
Canada,CAN,1994,292.969401042
Canada,CAN,1995,306.23385609800005
Canada,CAN,1996,312.631083438
Canada,CAN,1997,326.846928144
Canada,CAN,1998,349.53500185
Canada,CAN,1999,336.12110223
Canada,CAN,2000,355.735840144
Canada,CAN,2001,369.79279583400006
Canada,CAN,2002,372.07113099
Canada,CAN,2003,371.29613037
Canada,CAN,2004,348.86444575800004
Canada,CAN,2005,349.495279596
